187.879	-8.88   
188.346	-8.88   
188.813	-8.88   
189.28	-53.11   
189.747	-76.39  
190.214	-120.63 
190.681	-111.31 
191.148	-118.3  
191.614	-102    
192.081	-108.99 
192.548	-8.88   
193.014	-22.84  
193.481	28.37   
193.948	-13.53  
194.414	47      
194.881	42.34   
195.347	63.3    
195.813	93.56   
196.28	49.33    
196.746	130.81  
197.212	151.77  
197.678	184.36  
198.145	209.97  
198.611	214.63  
199.077	247.22  
199.543	256.53  
200.009	226.27  
200.475	254.2   
200.941	293.78  
201.407	282.14  
201.873	333.36  
202.338	303.1   
202.804	303.1   
203.27	384.58   
203.735	340.35  
204.201	347.33  
204.667	384.58  
205.132	412.52  
205.598	489.35  
206.063	510.3   
206.529	503.32  
206.994	410.19  
207.459	377.6   
207.925	421.83  
208.39	468.39   
208.855	377.6   
209.32	349.66   
209.785	426.49  
210.25	480.03   
210.715	447.44  
211.18	417.17   
211.645	407.86  
212.11	431.14   
212.575	370.61  
213.04	419.5    
213.504	459.08  
213.969	407.86  
214.434	410.19  
214.899	454.43  
215.363	410.19  
215.828	354.31  
216.292	440.46  
216.757	368.28  
217.221	384.58  
217.685	573.16  
218.15	396.22   
218.614	470.72  
219.078	417.17  
219.542	382.25  
220.007	375.27  
220.471	398.55  
220.935	347.33  
221.399	435.8   
221.863	405.53  
222.327	396.22  
222.791	417.17  
223.254	391.57  
223.718	351.99  
224.182	398.55  
224.646	417.17  
225.109	431.14  
225.573	345     
226.037	445.11  
226.5	356.64    
226.964	412.52  
227.427	358.97  
227.89	363.63   
228.354	426.49  
228.817	400.88  
229.28	368.28   
229.744	328.71  
230.207	400.88  
230.67	314.74   
231.133	396.22  
231.596	375.27  
232.059	368.28  
232.522	400.88  
232.985	286.8   
233.448	375.27  
233.911	405.53  
234.374	379.92  
234.836	391.57  
235.299	468.39  
235.762	400.88  
236.224	407.86  
236.687	389.24  
237.149	377.6   
237.612	349.66  
238.074	331.03  
238.537	431.14  
238.999	393.89  
239.461	421.83  
239.924	384.58  
240.386	445.11  
240.848	405.53  
241.31	428.82   
241.772	368.28  
242.234	386.91  
242.696	328.71  
243.158	393.89  
243.62	298.44   
244.082	393.89  
244.544	500.99  
245.006	386.91  
245.468	400.88  
245.929	400.88  
246.391	419.5   
246.852	347.33  
247.314	384.58  
247.776	405.53  
248.237	377.6   
248.698	382.25  
249.16	391.57   
249.621	363.63  
250.082	379.92  
250.544	449.77  
251.005	447.44  
251.466	433.47  
251.927	358.97  
252.388	361.3   
252.849	414.85  
253.31	447.44   
253.771	393.89  
254.232	417.17  
254.693	412.52  
255.154	412.52  
255.615	396.22  
256.075	419.5   
256.536	412.52  
256.997	405.53  
257.457	340.35  
257.918	375.27  
258.378	428.82  
258.839	442.78  
259.299	375.27  
259.759	421.83  
260.22	400.88   
260.68	340.35   
261.14	491.68   
261.6	386.91    
262.06	428.82   
262.521	447.44  
262.981	389.24  
263.441	403.21  
263.901	468.39  
264.36	461.41   
264.82	396.22   
265.28	407.86   
265.74	442.78   
266.2	452.1     
266.659	426.49  
267.119	445.11  
267.579	403.21  
268.038	426.49  
268.498	440.46  
268.957	426.49  
269.416	473.05  
269.876	405.53  
270.335	347.33  
270.794	363.63  
271.254	468.39  
271.713	440.46  
272.172	393.89  
272.631	354.31  
273.09	312.41   
273.549	405.53  
274.008	386.91  
274.467	414.85  
274.926	391.57  
275.385	384.58  
275.843	361.3   
276.302	454.43  
276.761	426.49  
277.22	424.16   
277.678	475.38  
278.137	417.17  
278.595	375.27  
279.054	431.14  
279.512	473.05  
279.97	447.44   
280.429	393.89  
280.887	475.38  
281.345	456.75  
281.803	417.17  
282.262	386.91  
282.72	340.35   
283.178	382.25  
283.636	410.19  
284.094	384.58  
284.552	379.92  
285.01	487.02   
285.467	382.25  
285.925	396.22  
286.383	400.88  
286.841	431.14  
287.298	480.03  
287.756	410.19  
288.213	389.24  
288.671	382.25  
289.128	489.35  
289.586	342.67  
290.043	480.03  
290.5	417.17    
290.958	456.75  
291.415	454.43  
291.872	403.21  
292.329	459.08  
292.786	403.21  
293.243	382.25  
293.7	487.02    
294.157	503.32  
294.614	512.63  
295.071	433.47  
295.528	452.1   
295.985	414.85  
296.441	480.03  
296.898	396.22  
297.355	435.8   
297.811	370.61  
298.268	393.89  
298.724	431.14  
299.181	393.89  
299.637	445.11  
300.094	431.14  
300.55	433.47   
301.006	428.82  
301.462	461.41  
301.919	393.89  
302.375	424.16  
302.831	375.27  
303.287	461.41  
303.743	407.86  
304.199	452.1   
304.655	407.86  
305.11	466.07   
305.566	412.52  
306.022	431.14  
306.478	463.74  
306.933	491.68  
307.389	414.85  
307.845	368.28  
308.3	372.94    
308.756	412.52  
309.211	421.83  
309.666	421.83  
310.122	463.74  
310.577	475.38  
311.032	475.38  
311.487	400.88  
311.943	475.38  
312.398	421.83  
312.853	410.19  
313.308	419.5   
313.763	358.97  
314.218	419.5   
314.672	498.66  
315.127	447.44  
315.582	503.32  
316.037	431.14  
316.492	494     
316.946	459.08  
317.401	447.44  
317.855	377.6   
318.31	577.82   
318.764	438.13  
319.219	475.38  
319.673	442.78  
320.127	477.71  
320.582	480.03  
321.036	433.47  
321.49	372.94   
321.944	445.11  
322.398	349.66  
322.852	445.11  
323.306	463.74  
323.76	466.07   
324.214	491.68  
324.668	347.33  
325.122	440.46  
325.575	407.86  
326.029	438.13  
326.483	417.17  
326.936	461.41  
327.39	405.53   
327.843	477.71  
328.297	470.72  
328.75	370.61   
329.204	431.14  
329.657	468.39  
330.11	396.22   
330.564	440.46  
331.017	407.86  
331.47	424.16   
331.923	498.66  
332.376	445.11  
332.829	447.44  
333.282	454.43  
333.735	440.46  
334.188	463.74  
334.641	468.39  
335.093	480.03  
335.546	417.17  
335.999	386.91  
336.451	403.21  
336.904	414.85  
337.356	459.08  
337.809	449.77  
338.261	445.11  
338.714	452.1   
339.166	407.86  
339.618	382.25  
340.07	414.85   
340.523	454.43  
340.975	496.33  
341.427	426.49  
341.879	447.44  
342.331	463.74  
342.783	459.08  
343.235	433.47  
343.687	421.83  
344.138	391.57  
344.59	421.83   
345.042	484.69  
345.494	454.43  
345.945	400.88  
346.397	410.19  
346.848	433.47  
347.3	447.44    
347.751	435.8   
348.203	452.1   
348.654	540.57  
349.105	440.46  
349.556	438.13  
350.008	491.68  
350.459	407.86  
350.91	470.72   
351.361	489.35  
351.812	466.07  
352.263	459.08  
352.714	421.83  
353.165	449.77  
353.615	403.21  
354.066	498.66  
354.517	521.94  
354.968	452.1   
355.418	447.44  
355.869	489.35  
356.319	454.43  
356.77	470.72   
357.22	445.11   
357.671	447.44  
358.121	473.05  
358.571	482.36  
359.021	468.39  
359.472	403.21  
359.922	447.44  
360.372	440.46  
360.822	496.33  
361.272	424.16  
361.722	484.69  
362.172	438.13  
362.622	521.94  
363.071	489.35  
363.521	510.3   
363.971	494     
364.42	461.41   
364.87	503.32   
365.32	431.14   
365.769	505.64  
366.219	517.29  
366.668	468.39  
367.117	563.85  
367.567	494     
368.016	554.54  
368.465	482.36  
368.914	480.03  
369.363	505.64  
369.812	531.25  
370.261	463.74  
370.71	584.8    
371.159	505.64  
371.608	610.41  
372.057	573.16  
372.506	542.89  
372.955	636.02  
373.403	643.01  
373.852	687.24  
374.301	603.43  
374.749	698.88  
375.198	750.1   
375.646	773.38  
376.094	915.4   
376.543	957.3   
376.991	1024.82 
377.439	1101.65 
377.887	1173.82 
378.336	1243.67 
378.784	1446.22 
379.232	1620.83 
379.68	1760.52  
380.128	1867.61 
380.576	2144.66 
381.023	2351.86 
381.471	2603.3  
