"clean - RawData"
"Wavelength nm.","T%"
200.00,0.001
201.00, 
202.00,0.004
203.00, 
204.00,0.003
205.00, 
206.00,0.002
207.00, 
208.00,0.004
209.00, 
210.00,-0.001
211.00, 
212.00,0.000
213.00, 
214.00,-0.000
215.00, 
216.00,0.005
217.00, 
218.00,0.003
219.00, 
220.00,0.006
221.00, 
222.00,0.001
223.00, 
224.00,0.002
225.00, 
226.00,0.002
227.00, 
228.00,0.000
229.00, 
230.00,0.001
231.00, 
232.00,0.000
233.00, 
234.00,0.002
235.00, 
236.00,-0.000
237.00, 
238.00,0.000
239.00, 
240.00,0.001
241.00, 
242.00,-0.001
243.00, 
244.00,0.002
245.00, 
246.00,0.003
247.00, 
248.00,0.001
249.00, 
250.00,0.001
251.00, 
252.00,0.002
253.00, 
254.00,-0.000
255.00, 
256.00,0.002
257.00, 
258.00,0.000
259.00, 
260.00,0.000
261.00, 
262.00,-0.001
263.00, 
264.00,-0.001
265.00, 
266.00,-0.000
267.00, 
268.00,0.001
269.00, 
270.00,-0.001
271.00, 
272.00,0.000
273.00, 
274.00,0.000
275.00, 
276.00,0.000
277.00, 
278.00,-0.000
279.00, 
280.00,0.001
281.00, 
282.00,0.000
283.00, 
284.00,0.001
285.00, 
286.00,0.000
287.00, 
288.00,-0.001
289.00, 
290.00,0.000
291.00, 
292.00,0.001
293.00, 
294.00,0.003
295.00, 
296.00,0.002
297.00, 
298.00,0.001
299.00, 
300.00,0.001
301.00, 
302.00,0.002
303.00, 
304.00,0.005
305.00, 
306.00,0.011
307.00, 
308.00,0.034
309.00, 
310.00,0.095
311.00, 
312.00,0.236
313.00, 
314.00,0.538
315.00, 
316.00,1.066
317.00, 
318.00,2.007
319.00, 
320.00,3.538
321.00, 
322.00,5.803
323.00, 
324.00,8.767
325.00, 
326.00,12.237
327.00, 
328.00,16.595
329.00, 
330.00,21.387
331.00, 
332.00,26.413
333.00, 
334.00,32.219
335.00, 
336.00,37.428
337.00, 
338.00,42.240
339.00, 
340.00,48.428
341.00, 
342.00,53.306
343.00, 
344.00,57.549
345.00, 
346.00,61.885
347.00, 
348.00,65.579
349.00, 
350.00,68.805
351.00, 
352.00,71.584
353.00, 
354.00,74.059
355.00, 
356.00,76.307
357.00, 
358.00,78.068
359.00, 
360.00,79.673
361.00, 
362.00,80.992
363.00, 
364.00,82.127
365.00, 
366.00,83.074
367.00, 
368.00,83.638
369.00, 
370.00,84.043
371.00, 
372.00,84.368
373.00, 
374.00,84.010
375.00, 
376.00,83.543
377.00, 
378.00,83.203
379.00, 
380.00,83.044
381.00, 
382.00,83.236
383.00, 
384.00,83.846
385.00, 
386.00,84.569
387.00, 
388.00,85.289
389.00, 
390.00,86.161
391.00, 
392.00,86.548
393.00, 
394.00,87.016
395.00, 
396.00,87.493
397.00, 
398.00,87.824
399.00, 
400.00,87.956
401.00, 
402.00,87.985
403.00, 
404.00,87.972
405.00, 
406.00,87.918
407.00, 
408.00,88.057
409.00, 
410.00,88.004
411.00, 
412.00,88.093
413.00, 
414.00,88.071
415.00, 
416.00,87.948
417.00, 
418.00,87.866
419.00, 
420.00,87.839
421.00, 
422.00,87.726
423.00, 
424.00,87.717
425.00, 
426.00,87.756
427.00, 
428.00,87.788
429.00, 
430.00,87.698
431.00, 
432.00,87.735
433.00, 
434.00,87.696
435.00, 
436.00,87.726
437.00, 
438.00,87.716
439.00, 
440.00,87.563
441.00, 
442.00,87.559
443.00, 
444.00,87.673
445.00, 
446.00,87.881
447.00, 
448.00,87.938
449.00, 
450.00,87.819
451.00, 
452.00,87.664
453.00, 
454.00,88.175
455.00, 
456.00,88.319
457.00, 
458.00,88.295
459.00, 
460.00,88.333
461.00, 
462.00,88.504
463.00, 
464.00,88.500
465.00, 
466.00,88.309
467.00, 
468.00,88.552
469.00, 
470.00,88.675
471.00, 
472.00,88.688
473.00, 
474.00,88.660
475.00, 
476.00,88.658
477.00, 
478.00,88.754
479.00, 
480.00,88.952
481.00, 
482.00,88.829
483.00, 
484.00,88.552
485.00, 
486.00,88.758
487.00, 
488.00,88.980
489.00, 
490.00,89.269
491.00, 
492.00,89.013
493.00, 
494.00,88.974
495.00, 
496.00,89.133
497.00, 
498.00,89.096
499.00, 
500.00,89.067
501.00, 
502.00,88.907
503.00, 
504.00,88.906
505.00, 
506.00,89.171
507.00, 
508.00,89.233
509.00, 
510.00,89.107
511.00, 
512.00,89.211
513.00, 
514.00,89.309
515.00, 
516.00,89.181
517.00, 
518.00,89.492
519.00, 
520.00,89.013
521.00, 
522.00,88.559
523.00, 
524.00,88.403
525.00, 
526.00,89.219
527.00, 
528.00,89.169
529.00, 
530.00,89.175
531.00, 
532.00,89.084
533.00, 
534.00,89.052
535.00, 
536.00,88.992
537.00, 
538.00,88.897
539.00, 
540.00,88.966
541.00, 
542.00,89.120
543.00, 
544.00,89.002
545.00, 
546.00,88.982
547.00, 
548.00,88.941
549.00, 
550.00,88.958
551.00, 
552.00,89.020
553.00, 
554.00,89.043
555.00, 
556.00,88.949
557.00, 
558.00,88.950
559.00, 
560.00,88.883
561.00, 
562.00,88.852
563.00, 
564.00,88.913
565.00, 
566.00,88.749
567.00, 
568.00,88.696
569.00, 
570.00,88.639
571.00, 
572.00,88.508
573.00, 
574.00,88.561
575.00, 
576.00,88.448
577.00, 
578.00,88.343
579.00, 
580.00,88.438
581.00, 
582.00,88.283
583.00, 
584.00,88.217
585.00, 
586.00,88.069
587.00, 
588.00,88.179
589.00, 
590.00,88.026
591.00, 
592.00,87.846
593.00, 
594.00,87.413
595.00, 
596.00,87.411
597.00, 
598.00,87.745
599.00, 
600.00,87.608
601.00, 
602.00,87.618
603.00, 
604.00,87.677
605.00, 
606.00,87.739
607.00, 
608.00,87.398
609.00, 
610.00,87.084
611.00, 
612.00,87.532
613.00, 
614.00,87.099
615.00, 
616.00,87.138
617.00, 
618.00,86.962
619.00, 
620.00,86.928
621.00, 
622.00,87.023
623.00, 
624.00,86.812
625.00, 
626.00,86.739
627.00, 
628.00,86.478
629.00, 
630.00,86.418
631.00, 
632.00,86.881
633.00, 
634.00,86.937
635.00, 
636.00,86.332
637.00, 
638.00,86.424
639.00, 
640.00,86.325
641.00, 
642.00,86.124
643.00, 
644.00,86.179
645.00, 
646.00,86.043
647.00, 
648.00,86.025
649.00, 
650.00,86.101
651.00, 
652.00,86.046
653.00, 
654.00,86.048
655.00, 
656.00,86.003
657.00, 
658.00,85.472
659.00, 
660.00,85.319
661.00, 
662.00,85.552
663.00, 
664.00,85.477
665.00, 
666.00,85.863
667.00, 
668.00,85.878
669.00, 
670.00,85.594
671.00, 
672.00,88.112
673.00, 
674.00,85.081
675.00, 
676.00,85.196
677.00, 
678.00,85.346
679.00, 
680.00,85.146
681.00, 
682.00,85.078
683.00, 
684.00,85.136
685.00, 
686.00,84.513
687.00, 
688.00,84.351
689.00, 
690.00,84.266
691.00, 
692.00,84.788
693.00, 
694.00,84.180
695.00, 
696.00,84.548
697.00, 
698.00,84.953
699.00, 
700.00,84.347
701.00, 
702.00,83.465
703.00, 
704.00,83.968
705.00, 
706.00,84.112
707.00, 
708.00,84.018
709.00, 
710.00,84.001
711.00, 
712.00,84.052
713.00, 
714.00,83.740
715.00, 
716.00,83.738
717.00, 
718.00,83.844
719.00, 
720.00,83.618
721.00, 
722.00,83.293
723.00, 
724.00,83.339
725.00, 
726.00,83.086
727.00, 
728.00,83.155
729.00, 
730.00,83.029
731.00, 
732.00,82.948
733.00, 
734.00,82.981
735.00, 
736.00,82.900
737.00, 
738.00,82.627
739.00, 
740.00,82.516
741.00, 
742.00,82.234
743.00, 
744.00,82.177
745.00, 
746.00,81.944
747.00, 
748.00,81.910
749.00, 
750.00,81.839
751.00, 
752.00,81.799
753.00, 
754.00,81.818
755.00, 
756.00,81.786
757.00, 
758.00,81.630
759.00, 
760.00,81.759
761.00, 
762.00,81.583
763.00, 
764.00,81.429
765.00, 
766.00,81.548
767.00, 
768.00,81.341
769.00, 
770.00,81.307
771.00, 
772.00,81.204
773.00, 
774.00,81.236
775.00, 
776.00,81.151
777.00, 
778.00,80.922
779.00, 
780.00,80.985
781.00, 
782.00,80.801
783.00, 
784.00,80.799
785.00, 
786.00,80.701
787.00, 
788.00,80.542
789.00, 
790.00,80.552
791.00, 
792.00,80.304
793.00, 
794.00,80.178
795.00, 
796.00,80.372
797.00, 
798.00,79.910
799.00, 
800.00,79.886
801.00, 
802.00,80.051
803.00, 
804.00,79.769
805.00, 
806.00,79.737
807.00, 
808.00,79.609
809.00, 
810.00,79.571
811.00, 
812.00,79.449
813.00, 
814.00,79.501
815.00, 
816.00,79.388
817.00, 
818.00,79.251
819.00, 
820.00,79.138
821.00, 
822.00,79.246
823.00, 
824.00,78.948
825.00, 
826.00,79.053
827.00, 
828.00,79.055
829.00, 
830.00,78.979
831.00, 
832.00,78.910
833.00, 
834.00,78.861
835.00, 
836.00,78.749
837.00, 
838.00,78.706
839.00, 
840.00,78.633
841.00, 
842.00,78.623
843.00, 
844.00,78.509
845.00, 
846.00,78.383
847.00, 
848.00,78.275
849.00, 
850.00,78.265
851.00, 
852.00,78.254
853.00, 
854.00,78.205
855.00, 
856.00,78.190
857.00, 
858.00,78.085
859.00, 
860.00,78.017
861.00, 
862.00,77.997
863.00, 
864.00,77.934
865.00, 
866.00,77.906
867.00, 
868.00,77.826
869.00, 
870.00,77.828
871.00, 
872.00,77.740
873.00, 
874.00,77.711
875.00, 
876.00,77.663
877.00, 
878.00,77.591
879.00, 
880.00,77.572
881.00, 
882.00,77.493
883.00, 
884.00,77.489
885.00, 
886.00,77.425
887.00, 
888.00,77.483
889.00, 
890.00,77.315
891.00, 
892.00,77.333
893.00, 
894.00,77.238
895.00, 
896.00,77.217
897.00, 
898.00,77.121
899.00, 
900.00,77.106
901.00, 
902.00,77.094
903.00, 
904.00,77.074
905.00, 
906.00,77.001
907.00, 
908.00,77.017
909.00, 
910.00,76.929
911.00, 
912.00,76.911
913.00, 
914.00,76.875
915.00, 
916.00,76.949
917.00, 
918.00,76.854
919.00, 
920.00,76.806
921.00, 
922.00,76.720
923.00, 
924.00,76.707
925.00, 
926.00,76.727
927.00, 
928.00,76.693
929.00, 
930.00,76.580
931.00, 
932.00,76.610
933.00, 
934.00,76.574
935.00, 
936.00,76.524
937.00, 
938.00,76.468
939.00, 
940.00,76.484
941.00, 
942.00,76.478
943.00, 
944.00,76.462
945.00, 
946.00,76.374
947.00, 
948.00,76.413
949.00, 
950.00,76.359
951.00, 
952.00,76.327
953.00, 
954.00,76.329
955.00, 
956.00,76.322
957.00, 
958.00,76.209
959.00, 
960.00,76.247
961.00, 
962.00,76.182
963.00, 
964.00,76.201
965.00, 
966.00,76.165
967.00, 
968.00,76.144
969.00, 
970.00,76.131
971.00, 
972.00,76.139
973.00, 
974.00,76.088
975.00, 
976.00,76.068
977.00, 
978.00,76.067
979.00, 
980.00,76.042
981.00, 
